molecule_ID,cleaned_smiles
3439,CNC(=O)N1CC23CCC2(C1)CN(C(=O)[C@]12C[C@H]1c1cc(OC)ccc1-c1c(C4CCCCC4)c4ccc(C(=O)NS(=O)(=O)C(C)C)cc4n1C2)C3
3440,CNC(=O)N1CCC(COC(=O)N[C@H]2CCOc3c(C(=O)Nc4ccc(F)c(Cl)c4)ccc(F)c32)CC1
3441,CNC(=O)N1C[C@@H](C)N(c2ccc(C(=O)Nc3cc(C(F)(F)F)c(-c4ccc(-c5c[nH]c([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)n5)cc4)cc3Cl)cn2)C[C@@H]1C
3442,CNC(=O)N[C@H]1CCOc2c(C(=O)Nc3ccc(F)c(C)c3)ccc(F)c21
3443,CNC(=O)N[C@H]1CCOc2c(C(=O)Nc3ccc(F)c(Cl)c3)ccc(F)c21
3444,CNC(=O)Nc1nc2c(s1)CN(C(=O)c1cc3ccccc3[nH]1)CC2
3445,CNC(=O)[C@H](C)NC(=O)C1(Cc2ccccc2)CCN1C(=O)OCc1ccccc1
3446,CNC(=O)[C@]1(O)C[C@H](NP(=O)(/C=C/c2ccc(O)c(O)c2)OC)[C@@H](O)[C@@H](NP(=O)(/C=C/c2ccc(O)c(O)c2)OC)C1
3447,CNC(=O)[C@]1(O)C[C@H](NS(=O)(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](NS(=O)(=O)/C=C/c2ccc(O)c(O)c2)C1
3448,CNC(=O)[C@]12CCC(C)(C)CC1=C1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2
3449,CNC(=O)c1c(-c2ccc(C(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CO)O4)cc12
3450,CNC(=O)c1c(-c2ccc(C(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
3451,CNC(=O)c1c(-c2ccc(C)cc2)oc2nc(N(CCC3CCS(=O)(=O)C3)S(C)(=O)=O)c(C3CC3)cc12
3452,CNC(=O)c1c(-c2ccc(C)cc2)oc2nc(N(CCCC(C(=O)O)c3ccccc3)S(C)(=O)=O)c(C3CC3)cc12
3453,CNC(=O)c1c(-c2ccc(C)cc2)oc2nc(N(CCCC(C)(C)C(=O)O)S(C)(=O)=O)c(C3CC3)cc12
3454,CNC(=O)c1c(-c2ccc(C)cc2)oc2nc(N(CCCC3(C(=O)O)CCCC3)S(C)(=O)=O)c(C3CC3)cc12
3455,CNC(=O)c1c(-c2ccc(Cl)cc2)oc2nc(N(CCCC3CCCS3(=O)=O)S(C)(=O)=O)c(C3CC3)cc12
3456,CNC(=O)c1c(-c2ccc(Cl)cc2)oc2nc(N(CCCCC(=O)O)S(C)(=O)=O)c(C3CC3)cc12
3457,CNC(=O)c1c(-c2ccc(Cl)cc2)oc2nc(N(CCCS(C)(=O)=O)S(C)(=O)=O)c(C3CC3)cc12
3458,CNC(=O)c1c(-c2ccc(F)cc2)nn2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12
3459,CNC(=O)c1c(-c2ccc(F)cc2)nn2ccc(-c3cc(C(=O)NC4(c5ccccc5)CC4)ccc3C)c(F)c12
3460,CNC(=O)c1c(-c2ccc(F)cc2)nn2ncc(-c3cc(C(=O)NC4(c5ccccc5)CC4)c(OC)cc3C)cc12
3461,CNC(=O)c1c(-c2ccc(F)cc2)nn2ncc(-c3cc(C(=O)NC4(c5ccccc5)CC4)ccc3C)cc12
3462,CNC(=O)c1c(-c2ccc(F)cc2)nn2ncc(-c3cc(C(=O)NC4(c5ncccn5)CC4)c(OC)cc3C)cc12
3463,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NC(C)(C)C#N)c1)c1[nH]ccc12
3464,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NC(C)(C)C)c1)c1[nH]ccc12
3465,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NC(C)(C)c3ccc(Cl)cc3)c1)c1[nH]ccc12
3466,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NCC(C)(C)C)c1)c1[nH]ccc12
3467,CNC(=O)c1c(-c2ccc(F)cc2)oc2c1cc(-c1cccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)F)c1)c1[nH]ccc12
3468,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(-n3ncnc3-c3ccc(B(O)O)c(F)c3)c(C3CC3)cc12
3469,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(CCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ncccn5)CC(OC(F)F)C4)c3)cc12
3470,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(CCCF)c(-c3cccc(C(=O)NC45CC(C4)C5)c3)cc12
3471,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(-c4cc5c(C#N)cccc5[nH]4)cn(C)c3=O)cc12
3472,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(-c4cc5c(F)cccc5n4C)c(=O)n(C)c3)cc12
3473,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(-c4cc5c(F)cccc5n4C)c(=O)n(C)n3)cc12
3474,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(F)cc(-c4nc5c(N)ncnc5[nH]4)c3)cc12
3475,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(F)cc(-c4nc5cccnc5[nH]4)c3)cc12
3476,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc4c(cn3)ncn3c5cccc(F)c5cc43)cc12
3477,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc4c(nn3)CCn3c-4cc4c(F)cccc43)cc12
3478,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc(OC)c(-c4nc5c(F)cccc5o4)c3)cc12
3479,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc(OC)c(-c4nc5cc(F)cc(F)c5o4)c3)cc12
3480,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(C#N)cccc5n3CC4)cc12
3481,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CO)C4)cc12
3482,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C4CO)cc12
3483,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
3484,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)C(=O)N(Cc3ccc(Cl)cc3)CO4)cc12
3485,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)C(=O)N(Cc3ccc(F)cc3)C4)cc12
3486,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)C(=O)N(Cc3ccc(F)cc3)CC4)cc12
3487,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)C(=O)N([C@H](C)c3ccc(F)cc3)CO4)cc12
3488,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(C#N)c6cc5c4n3)cc12
3489,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4nc(CN5CC(F)(F)C5)n5c6cccc(C#N)c6cc5c4n3)cc12
3490,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4nc(Cn5cncn5)n5c6cccc(F)c6cc5c4n3)cc12
3491,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cccc(-c4nc5ncc(Cl)cc5o4)c3)cc12
3492,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3cc5c(F)cccc5n3CC4)cc12
3493,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(C3CCCN(c4nc5c(F)cccc5[nH]4)C3)cc12
3494,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(C3CCCN(c4nc5c(F)cccc5o4)C3)cc12
3495,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(C3CCCN(c4nc5cc(F)ccc5o4)C3)cc12
3496,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(C3CCCN(c4nc5ccccc5o4)C3)cc12
3497,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)Cc4ccc(F)c(F)c4)C3)cc12
3498,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)Cc4ccc(F)cc4)C3)cc12
3499,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)Cc4cccc(F)c4)C3)cc12
3500,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(S(=O)(=O)Cc4ccccc4)C3)cc12
3501,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c([C@H]3CCCN(c4nc5c(C#N)cccc5o4)C3)cc12
3502,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCCCCOCc3ccc(C(=O)O)cc3)S(C)(=O)=O)c(C3CC3)cc12
3503,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCCCOCCc3ccc(C(=O)O)cc3)S(C)(=O)=O)c(C3CC3)cc12
3504,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCCF)S(C)(=O)=O)c(-c3cccc(C(=O)NC(C4CC4)C(F)(F)F)c3)cc12
3505,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCCF)S(C)(=O)=O)c(-c3cccc(C(=O)NCC(F)(F)C(F)(F)F)c3)cc12
3506,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCCO)S(C)(=O)=O)c(-c3cccc(-c4nc5ncccc5o4)c3)cc12
3507,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CC5CCN(C(=O)OC(C)(C)C)CC5C4)c3)cc12
3508,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CCC5(CCN(C(=O)OC(C)(C)C)C5)C4)c3)cc12
3509,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CCC5CC54)c3)cc12
3510,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CCCC4c4ccc(N(C)C)cc4)c3)cc12
3511,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CC[C@@H](F)C4)c3)cc12
3512,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CC[C@H](F)C4)c3)cc12
3513,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CCn5cc(C(F)(F)F)nc5C4)c3)cc12
3514,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)N4CCn5cccc5C4c4cccnc4)c3)cc12
3515,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)NC(C)(C)C#N)c3)cc12
3516,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)NC(C4CC4)C4CC4)c3)cc12
3517,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)NC(CF)(CF)CF)c3)cc12
3518,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCF)S(C)(=O)=O)c(-c3cccc(C(=O)NCC(F)(F)C(F)(F)F)c3)cc12
3519,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
3520,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOCCOCCOC(C)C(=O)O)S(C)(=O)=O)c(C3CC3)cc12
3521,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOCCOCc3ccc(F)c(C(=O)O)c3)S(C)(=O)=O)c(C3CC3)cc12
3522,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOCCOCc3cccc(C(=O)/C=C(\O)C(=O)O)c3)S(C)(=O)=O)c(C3CC3)cc12
3523,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOCCOCc3cccc(C(=O)O)c3)S(C)(=O)=O)c(C3CC3)cc12
3524,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOCCOCc3ccccc3C(=O)O)S(C)(=O)=O)c(C3CC3)cc12
3525,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOP(=O)(O)O)S(C)(=O)=O)c(C3CC3)cc12
3526,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCOP(=O)(O)OC[C@H]3O[C@@H](n4cnc(C(N)=O)n4)[C@H](O)[C@@H]3O)S(C)(=O)=O)c(C3CC3)cc12
3527,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCc3ccc(B(O)O)c(F)c3)S(C)(=O)=O)c(C3CC3)cc12
3528,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3cc(F)c(B(O)O)cc3F)S(C)(=O)=O)c(C3CC3)cc12
3529,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B(O)O)c(C)c3)S(C)(=O)=O)c(C3CC3)cc12
3530,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B(O)O)c(F)c3)S(C)(=O)=O)c(C3CC3)cc12
3531,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B(O)O)cc3F)S(C)(=O)=O)c(C3CC3)cc12
3532,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B4OC(C)(C)C(C)(C)O4)c(C(F)(F)F)c3)S(C)(=O)=O)c(C3CC3)cc12
3533,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(Cc3ccc(B4OC(C)(C)C(C)(C)O4)c(F)c3)S(C)(=O)=O)c(C3CC3)cc12
3534,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3cc(Cl)c4c(c3)COB4O)S(C)(=O)=O)c(C3CC3)cc12
3535,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(c3ccc(B(O)O)c(Cl)c3)S(C)(=O)=O)c(C3CC3)cc12
3536,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NCC(F)(F)F)c(-c3ccc(OC)c(C(=O)NC4(c5ncccn5)CC(OC(F)F)C4)c3)cc12
3537,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5ncccn5)CC(OC(F)F)C4)c3)cc12
3538,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(OC(C)C)cc12
3539,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(OCC(F)(F)F)c(-c3ccc(OC)c(C(=O)NC(C)(C)c4ncon4)c3)cc12
3540,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)-c1cc(C(=O)NC(C)(C)C)cc(c1)N(S(C)(=O)=O)CCCCCCCN3S(C)(=O)=O
3541,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)OCCN3S(C)(=O)=O
3542,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)C(C)(C)C)CN3S(C)(=O)=O
3543,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)C1CCNCC1)CN3S(C)(=O)=O
3544,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)COCCOCCOC)CN3S(C)(=O)=O
3545,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)[C@@H]1CCCN1)CN3S(C)(=O)=O
3546,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)c1cccnc1)CN3S(C)(=O)=O
3547,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6cccnc6n5)CC4)ccc3C)c(F)c12
3548,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6cccnc6n5)CC4)ccc3C)cc12
3549,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6ccncc6n5)CC4)c(OC)cc3OCC(N)=O)cc12
3550,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6ccncc6n5)CC4)ccc3C)cc12
3551,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6cnccc6n5)CC4)cc(F)c3C)c(F)c12
3552,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccc6cnccc6n5)CC4)ccc3C)cc12
3553,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccc5)CC4)ccc3C)cc12
3554,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)cc(F)c3C)cc12
3555,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12
3556,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)COC4)c(OC)cc3C)c(F)c12
3557,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)COC4)cc(F)c3C)c(F)c12
3558,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccncc5)CC4)ccc3C)cc12
3559,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5nc(C)no5)CC4)ccc3C)cc12
3560,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncc6cnccc6n5)CC4)ccc3C)c(F)c12
3561,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)ccc3C)cc12
3562,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CN(C)C4)cc(F)c3C)c(F)c12
3563,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CNC4)c(OC)cc3C)c(F)c12
3564,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CNC4)cc(F)c3C)c(F)c12
3565,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)COC4)cc(F)c3C)c(F)c12
3566,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)COC4)ccc3C)c(F)c12
3567,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CC1(CC1)COc1ccc2oc(-c4ccc(F)cc4)c(C(=O)NC)c2c1CC1(CC1)CO3
3568,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCCCCCCCO3
3569,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCCCCCCO3
3570,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCCCCCO3
3571,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCCCCO3
3572,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCCO3
3573,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc3c(c12)CCCCCCO3
3574,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cc(F)c(F)c(C(=O)NC(C)(C#N)C4CC4)c3)cc12
3575,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cc(F)cc(C(=O)NC(C)(C)C#N)c3)cc12
3576,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3ccc(OC)c(C(=O)NC(C)(C)C#N)c3)cc12
3577,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C#N)C4CC4)c3)cc12
3578,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(CCC(F)(F)F)c(-c3cccc(C(=O)NC(C)(C)c4ncon4)c3)cc12
3579,CNC(=O)c1c(-c2ccc(F)cc2)oc2ncc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3Cl)cc12
3580,CNC(=O)c1c(-c2ccc(F)cc2F)oc2cc(N(C)S(C)(=O)=O)c(-c3cc4c(cn3)ncn3c5cccc(F)c5cc43)cc12
3581,CNC(=O)c1c(-c2ccc(F)cc2F)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CO)C4)cc12
3582,CNC(=O)c1c(-c2ccc(F)cc2F)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CS(C)(=O)=O)C4)cc12
3583,CNC(=O)c1c(-c2ccc(F)cc2F)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12
3584,CNC(=O)c1c(-c2ccc(F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12
3585,CNC(=O)c1c(-c2ccc(NCC(F)F)cc2)oc2nc(NCC(F)F)c(-c3cccc(C(=O)NC(C)(C)C)c3)cc12
3586,CNC(=O)c1c(-c2ccc(Nc3ccccc3)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(OC)cc12
3587,CNC(=O)c1c(-c2ccc(OC(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc4c(cn3)ncn3c5cccc(F)c5cc43)cc12
3588,CNC(=O)c1c(-c2ccc(OC)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CO)O4)cc12
3589,CNC(=O)c1c(-c2ccc(OC)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3nc5c(F)cccc5n3CO4)cc12
3590,CNC(=O)c1c(-c2ccc(OCC(F)(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CO)O4)cc12
3591,CNC(=O)c1c(-c2ccc(OCC(F)(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
3592,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc(N(CCCN)S(C)(=O)=O)c(C3CC3)cc12
3593,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc(N(CCCNS(C)(=O)=O)S(C)(=O)=O)c(C3CC3)cc12
3594,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)CCCN3S(C)(=O)=O
3595,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)OCCN3S(C)(=O)=O
3596,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)C(C)(C)C)CN3S(C)(=O)=O
3597,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)CN)CN3S(C)(=O)=O
3598,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2cc3c(cc12)[C@H](C)O[C@H](COC(=O)c1cccnc1)CN3S(C)(=O)=O
3599,CNC(=O)c1c(-c2ccc(Oc3ccc(F)cc3)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ncccn5)CC4)c(OC)cc3C)c(F)c12
3600,CNC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)oc2nc(N(CCCCC(=O)O)S(C)(=O)=O)c(C3CC3)cc12
3601,CNC(=O)c1c(-c2ccc(S(C)=O)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
3602,CNC(=O)c1c(-c2ccc(SC)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
3603,CNC(=O)c1c2cc(C3CC3)c(N(C)S(C)(=O)=O)cc2nn1-c1ccc(C)cn1
3604,CNC(=O)c1c2cc(C3CC3)c(N(C)S(C)(=O)=O)cc2nn1-c1ccc(Cl)cn1
3605,CNC(=O)c1c2cc(C3CC3)c(N(CC(F)C3COC3)S(C)(=O)=O)cc2nn1-c1ccc(Cl)cc1
3606,CNC(=O)c1c2cc(C3CC3)c(N(CC(F)F)S(C)(=O)=O)cc2nn1-c1ccc(C)cn1
3607,CNC(=O)c1c2cc(C3CC3)c(N(CC3COC3)S(C)(=O)=O)cc2nn1-c1ccc(Cl)cc1
3608,CNC(=O)c1c2cc(C3CC3)c(N(CCC3(C(C)C)COC3)S(C)(=O)=O)cc2nn1-c1ccc(Cl)cc1
3609,CNC(=O)c1c2cc(C3CC3)c(N(CCC3(C)COC3)S(C)(=O)=O)cc2nn1-c1ccc(C)cn1
3610,CNC(=O)c1c2cc(C3CC3)c(N(CCC3(C)COC3)S(C)(=O)=O)cc2nn1-c1ccc(Cl)cc1
